keyword,position,prev_position,search_volume,keyword_difficulty,cpc,url,traffic,traffic_pct,traffic_cost,competition,serp_features,keyword_intents,position_type
encapsulated caffeine,57,57,30,5,3.68,https://smartq.pureforyou.com/products/40181752856610/caffphenol,0,0,0,0.93,"Sitelinks, Video, Related searches, AI overview",informational,Organic
iodine capsule,12,12,30,43,0.83,https://smartq.pureforyou.com/products/33054553210914/iodine-potassium-iodide,0,0,0,1,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
pure estrogen,5,5,30,34,2.21,https://smartq.pureforyou.com/collections/hormone-support,0,0,0,0.73,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
lutein&zeaxanthin,34,34,480,56,1.13,https://smartq.pureforyou.com/products/33055622397986/lutein-zeaxanthin-60,0,0,0,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
vitamin d in liquid form,12,12,70,14,0.69,https://smartq.pureforyou.com/products/32040794259490/vitamin-d3-liquid,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pot citrate,13,13,50,30,0,https://smartq.pureforyou.com/products/32040780267554/potassium-citrate,0,0,0,0.12,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview",informational,Organic
pure encapsulations maca,90,90,30,1,1.55,https://pureforyou.com/,0,0,0,1,"Sitelinks, Video, Related searches",informational,Organic
where can you buy magnesium glycinate,21,21,260,29,0.94,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Local pack, Sitelinks, Video, People also ask, Related searches",transactional,Organic
true vitamin d3 125 mcg tablet,26,26,30,17,0.6,https://smartq.pureforyou.com/products/39406546288674/vitamin-d3,0,0,0,1,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
small magnesium citrate pills,16,16,70,32,0.43,https://smartq.pureforyou.com/products/32040753659938/magnesium-citrate,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
supplements good for acid reflux,49,49,30,31,0.95,https://smartq.pureforyou.com/blog/560241147938/supplements-to-support-occasional-heartburn,0,0,0,1,"Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pure encapsulations l glutamine powder,34,34,110,7,1.18,https://smartq.pureforyou.com/products/39403570987042/l-glutamine-500-mg,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
capyrlic acid,30,30,50,50,0.22,https://smartq.pureforyou.com/products/33055651495970/caprylic-acid-120,0,0,0,0.87,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Organic
5 billion cfu probiotic,17,17,70,20,1.15,https://smartq.pureforyou.com/products/33055585665058/probiotic-5,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations optiferin-c,2,2,170,11,1.09,https://smartq.pureforyou.com/products/33055588319266/optiferin-c,0,0,0,1,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,AI overview
potassium citrate capsules,7,7,110,26,0.69,https://smartq.pureforyou.com/products/32040780267554/potassium-citrate,0,0,0,0.89,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
magnesium glycinate sourced in usa,51,51,320,29,0,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,0,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
phosphatidyl choline supplement,56,56,90,36,0.9,https://smartq.pureforyou.com/products/33055557713954/phosphatidylcholine,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
phosphatidyl choline supplement,61,61,90,36,0.9,https://smartq.pureforyou.com/products/33055557713954/phosphatidylcholine,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
iodine suppliments,43,43,170,64,0.82,https://smartq.pureforyou.com/products/33054553210914/iodine-potassium-iodide,0,0,0,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sac boulardii probiotic,24,24,30,42,22.65,https://smartq.pureforyou.com/products/33055573737506/saccharomyces-boulardii,0,0,0,1,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
vitamin packets for women,23,23,40,24,2.3,https://smartq.pureforyou.com/products/32040794882082/womens-pure-pack,0,0,0,1,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
drug supplement interactions,44,44,40,76,0,https://smartq.pureforyou.com/blog/559799861282/drugnutrient-interactions-understanding-the-basics,0,0,0,0.02,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
personalized vitamins for women,27,27,140,36,3.99,https://pureforyou.com/,0,0,0,0.99,"Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
1 capsule,1,1,30,19,1.56,https://smartq.pureforyou.com/products/39251840991266/o-n-e-multivitamin,0,0,0,0.4,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
magnesium glycimate,43,43,170,57,0.75,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Knowledge panel, Sitelinks, Video, Related searches, Short videos, Things to know, AI overview",informational,Organic
supplement dgl,1,1,170,19,0.52,https://smartq.pureforyou.com/products/33055646777378/dgl-plus-60,0,0,0,1,"Sitelinks, People also ask, Related searches, AI overview",informational,AI overview
best quercetin supplement brand,56,56,50,9,1.29,https://smartq.pureforyou.com/collections/all,0,0,0,1,"Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
organic magnesium glycinate supplement,6,6,50,30,1.44,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,0.49,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
best supplement for muscle spasms,81,81,30,16,1.03,https://smartq.pureforyou.com/products/32931079389218/muscle-cramp-tension-formula,0,0,0,1,"Sitelinks, Video, Image, Video Carousel, People also ask, Discussions and forums, AI overview","commercial, informational",Organic
25 mg vit d,18,18,70,34,0.61,https://smartq.pureforyou.com/products/39628621512738/vitamin-d3-25-60,0,0,0,0.92,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
vitamin c 1000 chew,64,64,40,8,0,https://smartq.pureforyou.com/products/33055557615650/vitamin-c-chewables,0,0,0,0,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
pure vitamin d,6,6,590,13,0.88,https://smartq.pureforyou.com/products/39406546288674/vitamin-d3,0,0,0,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Image pack
pure vitamin d,6,6,590,13,0.88,https://smartq.pureforyou.com/products/39337319039010/vitamin-d3-vegan,0,0,0,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Image pack
multivitamin without folic acid,67,67,260,30,0.52,https://smartq.pureforyou.com/products/33055588778018/nutrient-950-without-copper-iron-iodine,0,0,0,1,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
what is gaba supplement good for,94,94,70,48,0.04,https://smartq.pureforyou.com/blog/556931219490/chemistry-of-calm-the-benefits-of-gaba,0,0,0,0.24,"Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
magnesium glycerate,18,18,320,50,0.75,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Image pack, Sitelinks, Video, Related searches, Short videos, AI overview",informational,Organic
magnesium glycerate,19,19,320,50,0.75,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Image pack, Sitelinks, Video, Related searches, Short videos, AI overview",informational,Organic
best b complex vitamin supplements,85,85,590,41,0.97,https://smartq.pureforyou.com/products/39406461747234/b-complex-plus,0,0,0,1,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
easy to swallow magnesium glycinate pills,32,32,30,22,1.24,https://smartq.pureforyou.com/products/39410161811490/magnesium-glycinate,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
nac supplement vitamin shoppe,56,56,70,23,0.65,https://pureforyou.com/,0,0,0,1,"Local pack, Sitelinks, Image, People also ask, Related searches",navigational,Organic
kpure,60,60,140,22,2.7,https://smartq.pureforyou.com/products/33055571673122/synergy-k-60,0,0,0,0.23,"Sitelinks, Video, Image, Video Carousel, Related searches","commercial, navigational",Organic
organic selenium supplements,44,44,50,31,0.65,https://smartq.pureforyou.com/products/33055573114914/selenium-selenomethionine-60,0,0,0,0.99,"Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
dim detox supplement,1,1,90,22,0,https://smartq.pureforyou.com/products/32040737734690/dim-detox,0,0,0,0.99,"Sitelinks, Video, Image, Popular products, Related searches, AI overview",commercial,AI overview
dim detox supplement,9,9,90,22,0,https://smartq.pureforyou.com/products/32040737734690/dim-detox,0,0,0,0.99,"Sitelinks, Video, Image, Popular products, Related searches, AI overview",commercial,Organic
prenatal vitamins nutrition label,23,23,40,38,0.99,https://smartq.pureforyou.com/products/40638309761058/prenatal-nutrients,0,0,0,1,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
thyroid supplements for women,18,18,480,32,0.99,https://smartq.pureforyou.com/products/32040791375906/thyroid-support-complex,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
multi vitamin packs,40,40,40,36,1.35,https://smartq.pureforyou.com/products/32040768241698/mens-pure-pack,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
pure encapsulations biotin 8 mg,41,41,30,9,1.59,https://smartq.pureforyou.com/products/41055422054434/biotin-complex-hair-skin-60s,0,0,0,0.87,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pure encapsulations biotin 8 mg,71,71,30,9,1.59,https://pureforyou.com/,0,0,0,0.87,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
histamine support supplement,1,1,90,14,0.8,https://smartq.pureforyou.com/products/39361650753570/hist-reset,0,0,0,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
histamine support supplement,8,8,90,14,0.8,https://smartq.pureforyou.com/products/39361650753570/hist-reset,0,0,0,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
curcumine 500 mg,20,20,30,9,1.01,https://smartq.pureforyou.com/products/32040735965218/curcumin-500-with-bioperine,0,0,0,1,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
magnesium and l theanine supplement,34,34,110,24,1.5,https://smartq.pureforyou.com/products/33055632883746/l-theanine-60,0,0,0,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
chew vitamin c,32,32,590,20,0.67,https://smartq.pureforyou.com/products/33055557615650/vitamin-c-chewables,0,0,0,1,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
digestive enzyme supplements after gallbladder removal,31,31,90,10,0.59,https://smartq.pureforyou.com/products/33055645958178/digestion-gb-90,0,0,0,0.81,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
chewable tables,63,63,30,30,1,https://smartq.pureforyou.com/products/33055557615650/vitamin-c-chewables,0,0,0,0.85,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
pure homocysteine factors,1,1,40,1,1.46,https://smartq.pureforyou.com/products/33055636750370/homocysteine-factors-60,0,0,0,1,"Sitelinks, Video, Related searches, AI overview","commercial, informational",AI overview
l rhamnosus gg supplement,31,31,90,30,0,https://smartq.pureforyou.com/products/39421634871330/puregg,0,0,0,0.5,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cognitive aminos,6,6,30,5,1.98,https://smartq.pureforyou.com/products/32040733507618/cognitive-aminos,0,0,0,1,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
vitamin d3 125 mcg to iu,82,82,140,22,0,https://pureforyou.com/,0,0,0,0.23,"Sitelinks, Video, Featured snippet, People also ask, Related searches","commercial, informational",Organic
pure encapsulations folate 1000,60,60,40,6,1.21,https://pureforyou.com/,0,0,0,1,"Knowledge panel, Sitelinks, Image, Related searches",informational,Organic
best supplement for mental health,8,8,50,41,1.92,https://smartq.pureforyou.com/collections/mental-health-stress-support,0,0,0,1,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
